,index,ID,inchikey,sdftitle,order,set,CVfold,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53,smiles
10008,10012,NCGC00254198-01,OECTYKWYRCHAKR-UHFFFAOYSA-N,NCGC00254198-01,10012,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C1CC2OC2CC1C1CO1
10009,10013,NCGC00259734-01,KGBXLFKZBHKPEV-UHFFFAOYSA-N,NCGC00259734-01,10013,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OB(O)O
10010,10014,NCGC00255854-01,XLYMOEINVGRTEX-UHFFFAOYSA-N,NCGC00255854-01,10014,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCOC(=O)C=CC(=O)O
10011,10015,NCGC00258081-01,IJFXRHURBJZNAO-UHFFFAOYSA-N,NCGC00258081-01,10015,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1cccc(O)c1
10012,10016,NCGC00260669-01,PCSKKIUURRTAEM-UHFFFAOYSA-N,NCGC00260669-01,10016,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(CO)o1
10013,10017,NCGC00257058-01,FJKROLUGYXJWQN-UHFFFAOYSA-N,NCGC00257058-01,10017,training,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(O)cc1
10014,10018,NCGC00260020-01,UIAFKZKHHVMJGS-UHFFFAOYSA-N,NCGC00260020-01,10018,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(O)cc1O
10015,10019,NCGC00255468-01,GJAWHXHKYYXBSV-UHFFFAOYSA-N,NCGC00255468-01,10019,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1cccnc1C(=O)O
10016,10020,NCGC00254055-01,KRKNYBCHXYNGOX-UHFFFAOYSA-N,NCGC00254055-01,10020,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CC(O)(CC(=O)O)C(=O)O
10017,10021,NCGC00259710-01,WNLRTRBMVRJNCN-UHFFFAOYSA-N,NCGC00259710-01,10021,training,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCCCC(=O)O
10018,10022,NCGC00254889-01,ODJQKYXPKWQWNK-UHFFFAOYSA-N,NCGC00254889-01,10022,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)CCSCCC(=O)O
10019,10023,NCGC00258030-01,LEARFTRDZQQTDN-UHFFFAOYSA-N,NCGC00258030-01,10023,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(O)c1ccc(C(C)(C)O)cc1
10020,10024,NCGC00256627-01,RIWRBSMFKVOJMN-UHFFFAOYSA-N,NCGC00256627-01,10024,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(O)Cc1ccccc1
10021,10025,NCGC00258468-01,SERLAGPUMNYUCK-DCUALPFSSA-N,NCGC00258468-01,10025,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
10022,10026,NCGC00256485-01,OJYGBLRPYBAHRT-IPQSZEQASA-N,NCGC00256485-01,10026,training,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
10023,10027,NCGC00257719-01,VDVUCLWJZJHFAV-UHFFFAOYSA-N,NCGC00257719-01,10027,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC1(C)CC(O)CC(C)(C)N1
10024,10028,NCGC00255257-01,OSDLLIBGSJNGJE-UHFFFAOYSA-N,NCGC00255257-01,10028,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Cc1cc(O)cc(C)c1Cl
10025,10029,NCGC00257721-01,YQUVCSBJEUQKSH-UHFFFAOYSA-N,NCGC00257721-01,10029,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C(O)c1ccc(O)c(O)c1
10026,10030,NCGC00259474-01,MWOOGOJBHIARFG-UHFFFAOYSA-N,NCGC00259474-01,10030,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(C=O)ccc1O
10027,10031,NCGC00254468-01,MWOOGOJBHIARFG-UHFFFAOYSA-N,NCGC00254468-01,10031,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1cc(C=O)ccc1O
10028,10032,NCGC00259253-01,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,NCGC00259253-01,10032,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Oc1ccc(Cl)cc1
10029,10033,NCGC00258463-01,UMPSXRYVXUPCOS-UHFFFAOYSA-N,NCGC00258463-01,10033,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Oc1cccc(Cl)c1Cl
10030,10034,NCGC00259966-01,GHMLBKRAJCXXBS-UHFFFAOYSA-N,NCGC00259966-01,10034,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1cccc(O)c1
10031,10035,NCGC00253918-01,GHMLBKRAJCXXBS-UHFFFAOYSA-N,NCGC00253918-01,10035,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1cccc(O)c1
10032,10036,NCGC00257536-01,ADVGKWPZRIDURE-UHFFFAOYSA-N,NCGC00257536-01,10036,training,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(=O)Nc1ccccc1O
10033,10037,NCGC00259350-01,SFVWPXMPRCIVOK-UHFFFAOYSA-N,NCGC00259350-01,10037,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,OC1CCCCCCCCCCC1
10034,10038,NCGC00257109-01,ZFSLODLOARCGLH-UHFFFAOYSA-N,NCGC00257109-01,10038,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1nc(O)nc(O)n1
10035,10039,NCGC00255657-01,YLVACWCCJCZITJ-UHFFFAOYSA-N,NCGC00255657-01,10039,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC1OCCOC1O
10036,10040,NCGC00256803-01,AMYKXJAXRJCLCV-UHFFFAOYSA-N,NCGC00256803-01,10040,training,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ccc(OC(=O)c2ccccc2O)cc1
10037,10041,NCGC00255584-01,AAIBYZBZXNWTPP-UHFFFAOYSA-N,NCGC00255584-01,10041,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OC1CCCCC1c1ccccc1
10038,10042,NCGC00258494-01,HWYHZTIRURJOHG-UHFFFAOYSA-N,NCGC00258494-01,10042,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1cccc2c(O)nnc(O)c12
10039,10043,NCGC00255193-01,PROQIPRRNZUXQM-ZXXIGWHRSA-N,NCGC00255193-01,10043,training,3.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
10040,10044,NCGC00259470-01,WXZMFSXDPGVJKK-UHFFFAOYSA-N,NCGC00259470-01,10044,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCC(CO)(CO)CO
10041,10045,NCGC00260122-01,VBICKXHEKHSIBG-UHFFFAOYSA-N,NCGC00260122-01,10045,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
10042,10046,NCGC00258354-01,NDAUXUAQIAJITI-UHFFFAOYSA-N,NCGC00258354-01,10046,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
10043,10047,NCGC00257253-01,INRGAWUQFOBNKL-UHFFFAOYSA-N,NCGC00257253-01,10047,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=COCC1CCC(CO)CC1
10044,10048,NCGC00257439-01,KGANAERDZBAECK-UHFFFAOYSA-N,NCGC00257439-01,10048,training,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,OCc1cccc(Oc2ccccc2)c1
10045,10049,NCGC00257545-01,BKAWJIRCKVUVED-UHFFFAOYSA-N,NCGC00257545-01,10049,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cc1ncsc1CCO
10046,10050,NCGC00258004-01,XXMIOPMDWAUFGU-UHFFFAOYSA-N,NCGC00258004-01,10050,training,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OCCCCCCO
10047,10051,NCGC00259695-01,GZMAAYIALGURDQ-UHFFFAOYSA-N,NCGC00259695-01,10051,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCCCOCCOCCO
10048,10052,NCGC00259434-01,COBPKKZHLDDMTB-UHFFFAOYSA-N,NCGC00259434-01,10052,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCOCCOCCOCCO
10049,10053,NCGC00256220-01,GXELTROTKVKZBQ-UHFFFAOYSA-N,NCGC00256220-01,10053,training,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ON(Cc1ccccc1)Cc1ccccc1
10050,10054,NCGC00256701-01,ASOKPJOREAFHNY-UHFFFAOYSA-N,NCGC00256701-01,10054,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,On1nnc2ccccc21
10051,10055,NCGC00254824-01,BQGRVFPPZJPWPB-UHFFFAOYSA-N,NCGC00254824-01,10055,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccccc1
10052,10056,NCGC00258282-01,GUUVPOWQJOLRAS-UHFFFAOYSA-N,NCGC00258282-01,10056,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,c1ccc(SSc2ccccc2)cc1
10053,10057,NCGC00255133-01,CFOYWRHIYXMDOT-UHFFFAOYSA-N,NCGC00255133-01,10057,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCOC(=O)n1ccn(C)c1=S
10054,10058,NCGC00256233-01,WZUUZPAYWFIBDF-UHFFFAOYSA-N,NCGC00256233-01,10058,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nc1nc(=S)[nH][nH]1
10055,10059,NCGC00091643-08,YXIWHUQXZSMYRE-UHFFFAOYSA-N,NCGC00091643-08,10059,training,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Sc1nc2ccccc2s1
10056,10060,NCGC00256015-01,KSJBMDCFYZKAFH-UHFFFAOYSA-N,NCGC00256015-01,10060,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCCSCCS
10057,10061,NCGC00258042-01,PWHCIQQGOQTFAE-UHFFFAOYSA-L,NCGC00258042-01,10061,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,O.O.[Ba+2].[Cl-].[Cl-]
10058,10062,NCGC00260183-01,GWQYPLXGJIXMMV-UHFFFAOYSA-M,NCGC00260183-01,10062,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCn1cc[n+](C)c1.[Br-]
10059,10063,NCGC00183852-01,ADZXDFALMZGPTN-UHFFFAOYSA-M,NCGC00183852-01,10063,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1.[Br-]
10060,10064,NCGC00183859-01,UCGJZJXOPSNTGZ-UHFFFAOYSA-M,NCGC00183859-01,10064,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-]
10061,10065,NCGC00255238-01,BGQMOFGZRJUORO-UHFFFAOYSA-M,NCGC00255238-01,10065,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+](CCC)(CCC)CCC.[Br-]
10062,10066,NCGC00260217-01,CSANMXKHSHGXNC-UHFFFAOYSA-M,NCGC00260217-01,10066,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+]1(C)CCCCC1.[Br-]
10063,10067,NCGC00255885-01,JRMUNVKIHCOMHV-UHFFFAOYSA-M,NCGC00255885-01,10067,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[N+](CCCC)(CCCC)CCCC.[Br-]
10064,10068,NCGC00260250-01,LCZRPQGSMFXSTC-UHFFFAOYSA-M,NCGC00260250-01,10068,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[N+]1(C)CCCC1.[Br-]
10065,10069,NCGC00260134-01,UXVMQQNJUSDDNG-UHFFFAOYSA-L,NCGC00260134-01,10069,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Ca+2].[Cl-].[Cl-]
10066,10070,NCGC00254718-01,ZCCIPPOKBCJFDN-UHFFFAOYSA-N,NCGC00254718-01,10070,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ca+2]
10067,10071,NCGC00260294-01,QXDMQSPYEZFLGF-UHFFFAOYSA-L,NCGC00260294-01,10071,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])C(=O)[O-].[Ca+2]
10068,10072,NCGC00256365-01,MKJXYGKVIBWPFZ-UHFFFAOYSA-L,NCGC00256365-01,10072,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Ca+2]
10069,10073,NCGC00256888-01,MQRKKLAGBPVXCD-UHFFFAOYSA-L,NCGC00256888-01,10073,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O.O=C1[N-]S(=O)(=O)c2ccccc21.O=C1[N-]S(=O)(=O)c2ccccc21.[Ca+2]
10070,10074,NCGC00256899-01,BUVGWDNTAWHSKI-UHFFFAOYSA-L,NCGC00256899-01,10074,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
10071,10075,NCGC00255861-01,QQVDYSUDFZZPSU-UHFFFAOYSA-M,NCGC00255861-01,10075,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)=CCl.[Cl-]
10072,10076,NCGC00258214-01,OKIZCWYLBDKLSU-UHFFFAOYSA-M,NCGC00258214-01,10076,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)C.[Cl-]
10073,10077,NCGC00255967-01,HOPSCVCBEOCPJZ-UHFFFAOYSA-N,NCGC00255967-01,10077,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CC(=O)O.[Cl-]
10074,10078,NCGC00254128-01,PUVAFTRIIUSGLK-UHFFFAOYSA-M,NCGC00254128-01,10078,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C[N+](C)(C)CC1CO1.[Cl-]
10075,10079,NCGC00256264-01,UZNHKBFIBYXPDV-UHFFFAOYSA-N,NCGC00256264-01,10079,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=C(C)C(=O)NCCC[N+](C)(C)C.[Cl-]
10076,10080,NCGC00260256-01,RCEZHULDQZVHHG-UHFFFAOYSA-M,NCGC00260256-01,10080,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+]1(C)CCCC1.[Cl-]
10077,10081,NCGC00258159-01,QVRCRKLLQYOIKY-UHFFFAOYSA-M,NCGC00258159-01,10081,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CCn1cc[n+](C)c1.[Cl-]
10078,10082,NCGC00259244-01,GQOKIYDTHHZSCJ-UHFFFAOYSA-M,NCGC00259244-01,10082,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC[N+](C)(C)CC=C.[Cl-]
10079,10083,NCGC00257309-01,GQOKIYDTHHZSCJ-UHFFFAOYSA-M,NCGC00257309-01,10083,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C=CC[N+](C)(C)CC=C.[Cl-]
10080,10084,NCGC00183003-01,XTIUAXFQEAMQRU-UHFFFAOYSA-N,NCGC00183003-01,10084,training,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1.[Cl-]
10081,10085,NCGC00255710-01,IPILPUZVTYHGIL-UHFFFAOYSA-M,NCGC00255710-01,10085,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[N+](C)(CCCC)CCCC.[Cl-]
10082,10086,NCGC00257466-01,BOOXKGZZTBKJFE-UHFFFAOYSA-M,NCGC00257466-01,10086,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[N+]1(C)CCCC1.[Cl-]
10083,10087,NCGC00257388-01,POKOASTYJWUQJG-UHFFFAOYSA-M,NCGC00257388-01,10087,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[n+]1ccccc1.[Cl-]
10084,10088,NCGC00260435-01,TYYBBNOTQFVVKN-UHFFFAOYSA-N,NCGC00260435-01,10088,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1
10085,10089,NCGC00260063-01,KTWOOEGAPBSYNW-UHFFFAOYSA-N,NCGC00260063-01,10089,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[Fe+2].c1cc[cH-]c1.c1cc[cH-]c1
10086,10090,NCGC00259472-01,MKWYFZFMAMBPQK-UHFFFAOYSA-J,NCGC00259472-01,10090,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Fe+3].[Na+]
10087,10091,NCGC00260258-01,ZKYGWUZWEXFLMJ-UHFFFAOYSA-M,NCGC00260258-01,10091,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCC[N+]1(C)CCCC1.[I-]
10088,10092,NCGC00260191-01,IKQCDTXBZKMPBB-UHFFFAOYSA-M,NCGC00260191-01,10092,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCn1cc[n+](C)c1.[I-]
10089,10093,NCGC00260202-01,IVCMUVGRRDWTDK-UHFFFAOYSA-M,NCGC00260202-01,10093,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCn1cc[n+](C)c1.[I-]
10090,10094,NCGC00260232-01,NHBIJSXFPKSXGQ-UHFFFAOYSA-M,NCGC00260232-01,10094,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCC[n+]1cccc(C)c1.[I-]
10091,10095,NCGC00260228-01,FKZPHDBEGOJTRL-UHFFFAOYSA-M,NCGC00260228-01,10095,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCCC[n+]1ccccc1C.[I-]
10092,10096,NCGC00260240-01,FMCBAAMDKQPYKZ-UHFFFAOYSA-M,NCGC00260240-01,10096,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCC[n+]1ccccc1.[I-]
10093,10097,NCGC00257542-01,NLKNQRATVPKPDG-UHFFFAOYSA-M,NCGC00257542-01,10097,training,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[I-].[K+]
10094,10098,NCGC00258352-01,USHAGKDGDHPEEY-UHFFFAOYSA-L,NCGC00258352-01,10098,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])OOS(=O)(=O)[O-].[K+].[K+]
10095,10099,NCGC00257274-01,FGIUAXJPYTZDNR-UHFFFAOYSA-N,NCGC00257274-01,10099,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=[N+]([O-])[O-].[K+]
10096,10100,NCGC00260304-01,CHHHXKFHOYLYRE-STWYSWDKSA-M,NCGC00260304-01,10100,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C=C/C=C/C(=O)[O-].[K+]
10097,10101,NCGC00256932-01,ZUFQCVZBBNZMKD-UHFFFAOYSA-M,NCGC00256932-01,10101,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCCCC(CC)C(=O)[O-].[K+]
10098,10102,NCGC00260295-01,XAEFZNCEHLXOMS-UHFFFAOYSA-M,NCGC00260295-01,10102,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])c1ccccc1.[K+]
10099,10103,NCGC00255477-01,HPQBUYIHTJNBOM-UHFFFAOYSA-M,NCGC00255477-01,10103,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])Cc1cccc2ccccc12.[K+]
10100,10104,NCGC00260288-01,SCVFZCLFOSHCOH-UHFFFAOYSA-M,NCGC00260288-01,10104,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(=O)[O-].[K+]
10101,10105,NCGC00260322-01,WFIZEGIEIOHZCP-UHFFFAOYSA-M,NCGC00260322-01,10105,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C[O-].[K+]
10102,10106,NCGC00256721-01,VKJKEPKFPUWCAS-UHFFFAOYSA-M,NCGC00256721-01,10106,training,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[K+].[O-][Cl+2]([O-])[O-]
10103,10107,NCGC00255971-01,BXNHTSHTPBPRFX-UHFFFAOYSA-M,NCGC00255971-01,10107,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=N[O-].[K+]
10104,10108,NCGC00258797-01,PZWWSVPMGHDZNJ-UHFFFAOYSA-M,NCGC00258797-01,10108,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[K+]
10105,10109,NCGC00257339-01,PZWWSVPMGHDZNJ-UHFFFAOYSA-M,NCGC00257339-01,10109,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=S(=O)([O-])c1ccc2cc(O)ccc2c1.[K+]
10106,10110,NCGC00258035-01,ZNNZYHKDIALBAK-UHFFFAOYSA-M,NCGC00258035-01,10110,training,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#C[S-].[K+]
10107,10111,NCGC00255318-01,IFIDXBCRSWOUSB-UHFFFAOYSA-M,NCGC00255318-01,10111,training,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=c1nc([O-])n(Cl)c(=O)n1Cl.[K+]
10108,10112,NCGC00260321-01,HLCFGWHYROZGBI-JJKGCWMISA-M,NCGC00260321-01,10112,training,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[K+]
10109,10113,NCGC00258560-01,FYRHIOVKTDQVFC-UHFFFAOYSA-M,NCGC00258560-01,10113,training,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=C1[N-]C(=O)c2ccccc21.[K+]
